City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
361,cotacachi,EC,65.34,light rain,0.3,-78.2667,La Mirage Garden Hotel And Spa
362,saint pete beach,US,83.34,clear sky,27.7253,-82.7412,Grand Plaza Hotel - St. Pete Beach
363,sur,OM,71.06,clear sky,22.5667,59.5289,Sur Plaza Hotel
369,rae bareli,IN,57.33,clear sky,26.2167,81.2333,Hotel Ashirwad Inn
370,guerrero negro,MX,62.55,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
371,awbari,LY,59.22,overcast clouds,26.5921,12.7805,فندق أوباري
372,tomigusuku,JP,58.77,overcast clouds,26.185,127.675,Hotel Gran View Okinawa
373,praia da vitoria,PT,62.76,scattered clouds,38.7333,-27.0667,Hotel Branco I
375,lala,PH,75.69,few clouds,7.9745,123.7458,Dennis
378,garowe,SO,67.12,overcast clouds,8.4054,48.4845,Curubo Hotel
379,hobyo,SO,76.05,overcast clouds,5.3505,48.5268,Halane Hotel and Restaurent
380,lorengau,PG,79.95,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
382,ancud,CL,64.22,scattered clouds,-41.8697,-73.8203,Hotel Arena Gruesa
385,mae ramat,TH,70.68,overcast clouds,16.984,98.5166,บ้านโฮ่งโฮมสเตย์ แม่ระมาด ตาก
386,vanimo,PG,76.98,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
387,waipawa,NZ,59.94,scattered clouds,-41.4122,175.5153,Tora Coastal Walk
389,san carlos de bariloche,AR,72.9,few clouds,-41.1456,-71.3082,Hotel Patagonia
390,batemans bay,AU,67.1,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
391,cap malheureux,MU,79.29,overcast clouds,-19.9842,57.6142,Pereybere Hotel & Spa
392,pedernales,DO,85.48,few clouds,18.0384,-71.744,Hotel Costa Marina
396,scarborough,GB,51.66,clear sky,54.2797,-0.4044,The Grand Hotel Scarborough
397,trier,DE,56.19,overcast clouds,49.7557,6.6394,Hotel Deutscher Hof Trier
399,kalabo,ZM,68.2,broken clouds,-14.97,22.6814,Sikakubete Guest House Kalabo Town Council
400,shambu,ET,61.61,overcast clouds,9.5667,37.1,Wabe Hotel
407,comodoro rivadavia,AR,62.11,few clouds,-45.8667,-67.5,Austral Hotel
408,margate,GB,59.92,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
410,iracoubo,GF,78.75,overcast clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
413,necochea,AR,68.04,light rain,-38.5473,-58.7368,dyd -mar Hotel
414,wageningen,NL,57.29,overcast clouds,51.9667,5.6667,Fletcher Hotel-Restaurant De Wageningsche Berg
416,sao joao da barra,BR,77.61,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
417,port-gentil,GA,80.69,few clouds,-0.7193,8.7815,Fengshui Residence
418,northam,GB,55.9,broken clouds,51.0333,-4.2167,Durrant House Hotel
420,bairiki,KI,81.77,clear sky,1.3292,172.9752,Tarawa Boutique Hotel
422,sabha,LY,59.47,overcast clouds,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
423,andahuaylas,PE,61.07,light rain,-13.6556,-73.3872,La Mansion Casa Hotel
424,arnhem,NL,56.95,overcast clouds,51.9667,5.9,Hotel Haarhuis
425,kekri,IN,62.1,clear sky,25.9667,75.15,Rajasthani Pavitra Bhojnalaya
426,thinadhoo,MV,81.95,overcast clouds,0.5333,72.9333,
427,naze,JP,51.87,broken clouds,28.3667,129.4833,Shishime Hotel
428,aguimes,ES,63.66,few clouds,27.9054,-15.4461,Hotel Villa de Aguimes
430,lebu,CL,64.58,clear sky,-37.6167,-73.65,Hostal Las Lilas
431,charters towers,AU,71.55,few clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
433,adre,TD,72.03,clear sky,13.4667,22.2,
434,perbaungan,ID,77.11,overcast clouds,3.5679,98.956,Bendang Lama
435,grand gaube,MU,79.2,overcast clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
436,lalibela,ET,64.31,clear sky,12.0333,39.0333,Honey Land Hotel Lalibela
437,biltine,TD,77.49,clear sky,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
438,paramonga,PE,75.27,broken clouds,-10.6667,-77.8333,HOSTAL MI CHALET - PARAMONGA
439,lourdes,FR,51.28,overcast clouds,43.1,-0.05,"Hôtel Saint Etienne, Lourdes"
443,topolobampo,MX,81.05,clear sky,25.6,-109.05,Hotel Marina Topolobampo
444,bonfim,BR,89.71,overcast clouds,3.0833,-59.95,
445,reitz,ZA,64.51,few clouds,-27.8014,28.4273,The Lillies Guesthouse
446,san quintin,MX,60.06,scattered clouds,30.4833,-115.95,Don Eddie's Landing
447,caucaia,BR,83.03,overcast clouds,-3.7361,-38.6531,M.O.S. Logística - Filial Fortaleza
450,da lat,VN,58.89,broken clouds,11.9465,108.4419,YK Home Villa Dalat
451,lagoa,PT,61.5,few clouds,39.05,-27.9833,Casa Das Faias
452,antofagasta,CL,71.08,few clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
453,dalbandin,PK,53.62,clear sky,28.8947,64.4101,Sanjrani House
454,namibe,AO,74.66,overcast clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
455,guipavas,FR,55.72,mist,48.4352,-4.3972,Brit Hotel Brest Le Relecq-Kerhuon
456,tucurui,BR,74.88,light rain,-3.7661,-49.6725,BBB Rooms Centro Tucurui PA
457,mala,PE,74.91,light rain,-12.6581,-76.6308,Hotel Granda
458,ambovombe,MG,75.11,clear sky,-25.1667,46.0833,RELAHARA
460,bonita springs,US,82.98,few clouds,26.3398,-81.7787,"Homewood Suites by Hilton Bonita Springs, FL"
461,badiraguato,MX,82.71,scattered clouds,25.3667,-107.5167,Restaurante La palma
462,moissala,TD,83.03,clear sky,8.3404,17.7663,
463,plettenberg bay,ZA,64.36,overcast clouds,-34.0527,23.3716,Thanda Vista B&B
465,pangoa,PE,77.14,overcast clouds,-12.1167,-73.0,
466,cidreira,BR,76.3,clear sky,-30.1811,-50.2056,Hotel Castelo
467,puerto escondido,MX,84.96,clear sky,15.85,-97.0667,Aldea del Bazar Hotel and Spa
468,nabire,ID,75.27,moderate rain,-3.3667,135.4833,Hotel Nusantara Nabire
470,redlands,US,62.78,clear sky,34.0556,-117.1825,Dynasty Suites Redlands
471,talagang,PK,55.2,clear sky,32.9297,72.4158,Sajid Iqbal Manzil
472,auki,SB,77.65,overcast clouds,-8.7676,160.7034,Auki Motel
477,angoche,MZ,80.44,overcast clouds,-16.2325,39.9086,Guest House HESADA
478,trinidad,BO,86.34,overcast clouds,-14.8333,-64.9,Hotel Piesta
479,sakaraha,MG,77.79,scattered clouds,-22.9,44.5333,Le Relais
480,airai,TL,58.71,few clouds,-8.9266,125.4092,
482,tingo maria,PE,81.45,broken clouds,-9.2895,-76.0088,Hospedaje Paraíso
484,jiblah,YE,59.29,scattered clouds,13.9216,44.1467,Tiger Tower Hotel
485,ulladulla,AU,64.09,overcast clouds,-35.35,150.4667,Sandpiper Motel
486,harper,LR,79.43,broken clouds,4.375,-7.7169,Screensaver
487,altagracia de orituco,VE,83.82,overcast clouds,9.8601,-66.3814,Posada Quinta Mi Refugio
488,valenca,BR,81.59,overcast clouds,-13.3703,-39.0731,Hotel Galeão
489,boa vista,BR,87.78,broken clouds,2.8197,-60.6733,Aipana Plaza Hotel
490,fleetwood,GB,52.29,scattered clouds,53.9253,-3.0109,The North Euston Hotel
491,namatanai,PG,78.8,light rain,-3.6667,152.4333,Seagulls Inn Namatani
492,tautira,PF,84.22,light rain,-17.7333,-149.15,Pension Oaoa
494,sinnamary,GF,78.12,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
495,qinzhou,CN,64.74,overcast clouds,21.95,108.6167,Jinjiang Inn Style Qingzhou Walmart
496,mackay,AU,76.68,light rain,-21.15,149.2,International Lodge Motel
497,umarkot,PK,69.67,clear sky,25.3616,69.7362,Al-Qamar Boys Hostel
500,bonthe,SL,80.33,clear sky,7.5264,-12.505,Bonthe Holiday Village
501,hays,US,73.92,overcast clouds,30.0502,-98.0336,Sinya on Lone Man Creek
503,kolokani,ML,77.25,clear sky,13.5728,-8.0339,Lycee Famolo Coulibalibali De Kolokani
505,vitre,FR,55.22,overcast clouds,48.1178,-1.2058,ibis Vitré Centre
507,issenye,TZ,63.18,overcast clouds,-2.0,34.3333,
508,yulara,AU,77.7,broken clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
509,granja,BR,83.44,overcast clouds,-3.1203,-40.8261,Pousada Casa Grande
510,ormara,PK,72.0,clear sky,25.2088,64.6357,Kenara Colony house for Rent
511,lafiagi,NG,88.99,clear sky,8.8667,5.4167,Bus group international
512,tessalit,ML,70.86,few clouds,20.1986,1.0114,
513,miraflores,MX,73.02,scattered clouds,19.2167,-98.8083,Hotel Mansión
514,brejo santo,BR,88.03,broken clouds,-7.4933,-38.9872,Hotel Flor de Lis
516,takoradi,GH,80.37,overcast clouds,4.8845,-1.7554,Raybow International Hotel
518,kupang,ID,76.6,clear sky,-10.1667,123.5833,Hotel On The Rock by Prasanthi
519,natal,BR,82.71,overcast clouds,-5.795,-35.2094,Villa Park Hotel | Natal
521,noumea,NC,80.01,overcast clouds,-22.2763,166.4572,Hôtel Le Lagon
523,betul,IN,65.93,broken clouds,21.9153,77.8961,STARiHotel Betul MP
524,touros,BR,82.45,scattered clouds,-5.1989,-35.4608,INN NEW HORIZON
525,saquarema,BR,82.44,scattered clouds,-22.92,-42.5103,Hotel Fazenda Sol e Lua
